Tanggal;Harga;Merk;Pasar
02/09/2020;14000;Beras Cap Anak Daro;SR
02/09/2020;14500;Beras Cap Anak Daro;CP
02/09/2020;15000;Beras Cap Anak Daro;AR
03/09/2020;14000;Beras Cap Anak Daro;SR
03/09/2020;14500;Beras Cap Anak Daro;CP
03/09/2020;15000;Beras Cap Anak Daro;AR
04/09/2020;14000;Beras Cap Anak Daro;SR
04/09/2020;14500;Beras Cap Anak Daro;CP
04/09/2020;15000;Beras Cap Anak Daro;AR
07/09/2020;14000;Beras Cap Anak Daro;SR
07/09/2020;14500;Beras Cap Anak Daro;CP
07/09/2020;15000;Beras Cap Anak Daro;AR
08/09/2020;14000;Beras Cap Anak Daro;SR
08/09/2020;14500;Beras Cap Anak Daro;CP
08/09/2020;15000;Beras Cap Anak Daro;AR
09/09/2020;14000;Beras Cap Anak Daro;SR
09/09/2020;14500;Beras Cap Anak Daro;CP
09/09/2020;15000;Beras Cap Anak Daro;AR
10/09/2020;14000;Beras Cap Anak Daro;SR
10/09/2020;14500;Beras Cap Anak Daro;CP
10/09/2020;15000;Beras Cap Anak Daro;AR
11/09/2020;14000;Beras Cap Anak Daro;SR
11/09/2020;14500;Beras Cap Anak Daro;CP
11/09/2020;15000;Beras Cap Anak Daro;AR
14/09/2020;14000;Beras Cap Anak Daro;SR
14/09/2020;14500;Beras Cap Anak Daro;CP
14/09/2020;15000;Beras Cap Anak Daro;AR
15/09/2020;14000;Beras Cap Anak Daro;SR
15/09/2020;14500;Beras Cap Anak Daro;CP
15/09/2020;15000;Beras Cap Anak Daro;AR
16/09/2020;14000;Beras Cap Anak Daro;SR
16/09/2020;14500;Beras Cap Anak Daro;CP
16/09/2020;15000;Beras Cap Anak Daro;AR
17/09/2020;14000;Beras Cap Anak Daro;SR
17/09/2020;14500;Beras Cap Anak Daro;CP
17/09/2020;15000;Beras Cap Anak Daro;AR
